filepath,label
C:/Users/Admin/Downloads/archive (1)\Normal\normal (617).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (712).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (152).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (558).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (802).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (34).jpg,1
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (180).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (856).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (620).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (19).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (741).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1054).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (182).jpg,1
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (129).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1017).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (150).jpg,1
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (116).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (943).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (669).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (754).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (962).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (39).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (974).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (778).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (786).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (659).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (4).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1072).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (909).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (628).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1111).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (603).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (773).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (840).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (761).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (721).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (164).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (862).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (632).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (64).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (706).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1091).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1008).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (109).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (927).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (734).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (993).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (865).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (170).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (893).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (686).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (69).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1009).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (889).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (688).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (598).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (772).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (807).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (169).jpg,1
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (67).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (745).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (891).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (179).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (690).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (649).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (764).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (6).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (911).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (828).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (795).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (126).jpg,1
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (26).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (810).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (110).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (736).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (30).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (787).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (88).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (938).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (980).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1068).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (140).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1032).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (664).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (143).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (979).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (585).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (821).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (800).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1023).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (7).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (996).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (880).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (130).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (797).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (37).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (782).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (730).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (796).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (181).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (742).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1092).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (723).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (738).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (616).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (762).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1069).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (714).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (687).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (882).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (70).jpg,1
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (61).jpg,1
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (73).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (876).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1006).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (992).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (114).jpg,1
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (158).jpg,1
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (1).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (877).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (663).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (873).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (569).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (768).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (31).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1110).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (660).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1107).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (594).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (85).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (607).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (95).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (822).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (731).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (186).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (830).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (769).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (936).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1037).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (63).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1084).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (874).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (667).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (633).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (984).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (1021).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (198).jpg,1
C:/Users/Admin/Downloads/archive (1)\Normal\normal (621).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (671).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (571).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (689).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (843).jpg,0
C:/Users/Admin/Downloads/archive (1)\Normal\normal (588).jpg,0
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (175).jpg,1
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (93).jpg,1
C:/Users/Admin/Downloads/archive (1)\Jaundice\jaundice (141).jpg,1
